SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JF,MAM,JJAS,OND,Rainfall_Category,Lag_1,Lag_2,Lag_3,Rolling_3,Rolling_5
Gujarat Region,1937,0,4,0.2,0.1,0,260.6,577.8,32,320.1,3.3,0.1,4.8,1203.1,4,0.3,1190.6,8.2,Normal,609.3,756.9,979.6,781.9333333333333,877.9
Gujarat Region,1938,0,0.1,0,0,15.8,265,342.6,134.6,26.3,30.3,0,0,814.9,0.1,15.8,768.6,30.4,Normal,1203.1,609.3,756.9,856.4333333333333,937.1999999999999
Gujarat Region,1939,0,1.1,3.1,0,0,30.3,210.3,265.3,91.6,1.3,2.4,0.2,605.6,1.1,3.1,597.5,3.9,Drought,814.9,1203.1,609.3,875.7666666666667,872.76
Gujarat Region,1940,11.3,4.4,10.1,2,1.5,152.6,208.3,241.8,119.8,91.5,26.7,0,870.1,15.7,13.5,722.6,118.2,Normal,605.6,814.9,1203.1,874.5333333333333,797.9599999999999
Gujarat Region,1941,1,12.5,0.1,0.7,0.9,42.5,671.9,187.7,40.7,3.3,0,0.4,961.8,13.5,1.8,942.9,3.7,Normal,870.1,605.6,814.9,763.5333333333333,820.6
Gujarat Region,1942,2,13.7,0,0,9,130.1,501.1,367.8,162.6,0,0,0.3,1186.8,15.8,9,1161.6,0.4,Normal,961.8,870.1,605.6,812.5,891.1
Gujarat Region,1943,0.1,0,0,0.6,19,132.8,484.2,80.9,152.2,42.6,0.4,0,912.8,0.1,19.5,850.1,43,Normal,1186.8,961.8,870.1,1006.2333333333333,887.84
Gujarat Region,1944,2.9,0,5.1,2.3,2.3,110.1,625.9,502.7,72.2,16.9,0,0,1340.6,2.9,9.8,1310.9,17,Normal,912.8,1186.8,961.8,1020.4666666666666,907.42
Gujarat Region,1945,7,0,0,1.9,0.7,160.9,518.8,245.3,339.5,2.7,0,0,1277,7,2.6,1264.6,2.7,Normal,1340.6,912.8,1186.8,1146.7333333333333,1054.42
Gujarat Region,1946,0,2.1,0,1.1,4.2,233.3,291.7,469.6,104.6,1.1,34.4,5.5,1147.7,2.1,5.3,1099.3,41,Normal,1277,1340.6,912.8,1176.8,1135.8
Gujarat Region,1947,0.4,0,0,40.4,0,5.4,216.7,257.1,252.7,8.3,2.3,0,783.4,0.4,40.4,731.9,10.7,Drought,1147.7,1277,1340.6,1255.1,1172.98
Gujarat Region,1948,11.7,0.4,0,0,0.7,65.5,185.9,115.9,49.8,18.2,25.1,0.6,473.9,12.1,0.7,417.2,43.9,Drought,783.4,1147.7,1277,1069.3666666666668,1092.3
Gujarat Region,1949,0,0.1,0,0,2.5,35.2,290,205.5,241.1,23.5,2.5,0,800.3,0.1,2.5,771.8,25.9,Drought,473.9,783.4,1147.7,801.6666666666666,1004.52
Gujarat Region,1950,0,0,0,0,0.1,11.7,730.7,76.9,306.6,3.3,0,0,1129.3,0,0.1,1125.9,3.3,Normal,800.3,473.9,783.4,685.8666666666667,896.46
Gujarat Region,1951,0,0,0.4,0.3,2.1,65.6,218.6,162.6,7.3,13.9,7.3,0.3,478.3,0,2.7,454.1,21.5,Drought,1129.3,800.3,473.9,801.1666666666666,866.92
Gujarat Region,1952,0,0,0,0,0.2,138.7,487.7,136.4,11.6,1.8,0,0,776.6,0,0.3,774.5,1.8,Drought,478.3,1129.3,800.3,802.6333333333333,733.04
Gujarat Region,1953,12.6,0,0,0.1,0.3,143.6,240,552.9,104.5,1,0,0.4,1055.5,12.6,0.4,1041,1.4,Normal,776.6,478.3,1129.3,794.7333333333333,731.68
Gujarat Region,1954,0.1,2,5.5,0,0.2,114.3,355,214.1,522,32,0.1,2.6,1248,2.2,5.7,1205.5,34.7,Normal,1055.5,776.6,478.3,770.1333333333333,848
Gujarat Region,1955,0.3,0.1,0.1,0.7,3.1,104.9,109.9,393.5,311.4,51.4,0.1,0,975.7,0.4,4,919.8,51.5,Normal,1248,1055.5,776.6,1026.7,937.54
Gujarat Region,1956,0,0.1,0,0.1,26.5,102.9,661.3,329.8,135,107.4,2.2,1.4,1366.6,0.1,26.6,1229,110.9,Normal,975.7,1248,1055.5,1093.0666666666666,906.82
Gujarat Region,1957,2.3,0,0.2,0,5.7,151.8,257.1,198.7,16.1,7.5,8.2,0.2,647.8,2.3,6,623.6,15.9,Drought,1366.6,975.7,1248,1196.7666666666667,1084.48
Gujarat Region,1958,1,0,0.3,1.1,0.7,103.4,336.8,287.1,335.9,46.9,10,0.1,1123.1,1,2,1063.2,56.9,Normal,647.8,1366.6,975.7,996.6999999999999,1058.72
Gujarat Region,1959,0,0,0,2.8,1.4,98,632.6,321.8,377.6,121.7,4.7,0,1560.7,0,4.2,1430.1,126.4,Normal,1123.1,647.8,1366.6,1045.8333333333333,1072.24
Gujarat Region,1960,1.6,0,0.2,0,8,131.4,218.3,210.6,73.1,6.3,0,0.1,649.6,1.6,8.2,633.3,6.5,Drought,1560.7,1123.1,647.8,1110.5333333333333,1134.78
Gujarat Region,1961,0,0.6,0,0,0.6,90.2,365.1,174.6,297.7,16.1,0.1,0,945.1,0.6,0.6,927.6,16.2,Normal,649.6,1560.7,1123.1,1111.1333333333332,1069.56
Gujarat Region,1962,0,0,1.4,1.3,2.3,49.3,298.8,181,227.1,0,8.9,2.9,773,0,5,756.2,11.8,Drought,945.1,649.6,1560.7,1051.8,985.26
Gujarat Region,1963,1.4,0,0.9,0.3,0.3,65.4,291.4,350.9,227.6,26,33.1,0.4,997.9,1.4,1.6,935.3,59.5,Normal,773,945.1,649.6,789.2333333333333,1010.3
Gujarat Region,1964,0.1,0,0,0,4,106.2,371,296.3,114.6,0.5,0,0,892.7,0.1,4,888.1,0.5,Normal,997.9,773,945.1,905.3333333333334,985.26
Gujarat Region,1965,7.4,0,0.6,0.4,1.3,11.2,442.4,165.9,24.1,1,2.4,0.1,656.7,7.4,2.2,643.6,3.5,Drought,892.7,997.9,773,887.8666666666667,851.66
Gujarat Region,1966,0.2,0,0,0,0.5,123.1,316.4,71.2,183.9,0.8,0.3,0.1,696.7,0.2,0.6,694.6,1.2,Drought,656.7,892.7,997.9,849.1,853.08
Gujarat Region,1967,0,0,42.1,0.4,0.2,132.7,413.2,204.1,123.8,1,0,21.1,938.7,0,42.7,873.8,22.1,Normal,696.7,656.7,892.7,748.7,803.4
Gujarat Region,1968,0.1,0.3,1.2,0,0.1,33.8,279.1,297.1,45.8,10.3,0.1,0,668,0.4,1.4,655.9,10.3,Drought,938.7,696.7,656.7,764.0333333333334,836.5400000000001
Gujarat Region,1969,0,0.2,0,0,0,100.5,331.3,154.6,191.9,0,7.2,3.2,789,0.3,0,778.3,10.4,Drought,668,938.7,696.7,767.8000000000001,770.5600000000001
Gujarat Region,1970,0.2,1,0.1,0.1,5.3,262.6,261.2,495.8,321.8,5.8,0,0,1353.8,1.1,5.4,1341.4,5.8,Normal,789,668,938.7,798.5666666666667,749.82
Gujarat Region,1971,0,0.1,0,0.3,5,176.2,253.6,194.1,134.9,5,0,0,769.2,0.1,5.3,758.8,5,Drought,1353.8,789,668,936.9333333333333,889.24
Gujarat Region,1972,0.1,2,0,0,1.8,87.8,208.4,180.4,23,0.2,0,0,503.8,2,1.9,499.7,0.2,Drought,769.2,1353.8,789,970.6666666666666,903.74
Gujarat Region,1973,0.2,0.7,0.1,0,1.3,97.3,301.4,364.5,387,7.1,0,0.1,1159.6,0.9,1.4,1150.2,7.1,Normal,503.8,769.2,1353.8,875.6,816.76
Gujarat Region,1974,0,0,0,0.6,51.3,22.1,135.5,103,68.7,38.6,0,1.5,421.3,0,51.9,329.3,40.1,Drought,1159.6,503.8,769.2,810.8666666666667,915.0799999999999
Gujarat Region,1975,0,0,0.7,0,0.1,156,219.5,449.6,318.5,48.2,0,0,1192.7,0,0.9,1143.6,48.2,Normal,421.3,1159.6,503.8,694.9,841.54
Gujarat Region,1976,3.2,0,0,0,0.2,342.5,584.4,482.4,149.5,0.2,57.7,0,1620.1,3.2,0.2,1558.8,57.9,Normal,1192.7,421.3,1159.6,924.5333333333333,809.32
Gujarat Region,1977,3.9,0.1,0.2,0.1,15.4,310.2,565.2,242.9,160,0.7,8.9,0,1307.7,4,15.8,1278.3,9.6,Normal,1620.1,1192.7,421.3,1078.0333333333333,979.5
Gujarat Region,1978,0,1.1,0,2,0.3,155.5,280.7,405.7,52.3,6.1,26.2,5.9,935.8,1.1,2.3,894.2,38.2,Normal,1307.7,1620.1,1192.7,1373.5,1140.28
Gujarat Region,1979,1,4.6,0,0,0.3,132.3,174.2,441.3,46.3,11.5,92.8,0.1,904.5,5.6,0.4,794.1,104.3,Normal,935.8,1307.7,1620.1,1287.8666666666666,1095.52
Gujarat Region,1980,0.1,0,0,0,0.1,261.3,268.7,249.1,24,0.8,0.4,17.6,822,0.1,0.1,803.1,18.7,Normal,904.5,935.8,1307.7,1049.3333333333333,1192.16
Gujarat Region,1981,1.3,0,0.7,0.1,0.3,111.3,414.3,377,137.9,40.8,30.5,0,1114.2,1.3,1,1040.6,71.4,Normal,822,904.5,935.8,887.4333333333333,1118.02
Gujarat Region,1982,0.4,0.1,0.1,2.6,45.8,39.6,274.4,266.3,25.8,6.5,96.6,0,758.3,0.5,48.5,606.2,103.1,Drought,1114.2,822,904.5,946.9,1016.84
Gujarat Region,1983,0.1,0,0,8,1.3,129.3,408.8,405.9,180.8,79.8,0,0,1213.9,0.1,9.4,1124.7,79.8,Normal,758.3,1114.2,822,898.1666666666666,906.96
Gujarat Region,1984,0,0,0,0,0,85.2,250.5,421.4,89.2,5.7,1.7,0,853.6,0,0,846.3,7.3,Normal,1213.9,758.3,1114.2,1028.8,962.58
Gujarat Region,1985,0,0,0,0.8,2.1,14.7,247.2,182.5,18.1,124,0,0.3,589.7,0,2.9,462.4,124.3,Drought,853.6,1213.9,758.3,941.9333333333334,952.4
Gujarat Region,1986,0,0,0.1,0,2,180.1,161.8,149.4,5.9,1.5,1.1,0,501.8,0,2.1,497.1,2.6,Drought,589.7,853.6,1213.9,885.7333333333333,905.94
Gujarat Region,1987,0.4,0.5,0,0,0.3,69.6,119.4,180.6,5.7,3.4,11.2,10.7,401.9,0.9,0.4,375.2,25.4,Drought,501.8,589.7,853.6,648.3666666666667,783.46
Gujarat Region,1988,0,0,0,2.5,0,74.7,573.1,245.5,190.4,11.2,0,0,1097.4,0,2.5,1083.7,11.2,Normal,401.9,501.8,589.7,497.8,712.1800000000001
Gujarat Region,1989,1.3,0,0,0,0.1,112.5,351.2,298.3,58,1.5,0,0,822.8,1.3,0.1,819.9,1.5,Normal,1097.4,401.9,501.8,667.0333333333333,688.88
Gujarat Region,1990,0,3.3,0.2,0,32.9,79,221.6,530.5,226.2,16,4.8,3.8,1118.4,3.3,33.2,1057.3,24.6,Normal,822.8,1097.4,401.9,774.0333333333333,682.72
Gujarat Region,1991,0,0,0,0,0,55.6,440.8,133.8,41.8,0,0.7,0,672.7,0,0,672,0.7,Drought,1118.4,822.8,1097.4,1012.8666666666667,788.46
Gujarat Region,1992,0.8,0,0,0,0.9,132.8,256.3,244.4,244.1,19.2,2.5,0,901.1,0.8,0.9,877.7,21.7,Normal,672.7,1118.4,822.8,871.3000000000001,822.64
Gujarat Region,1993,0,1.7,0.1,0,0,133.2,557.4,69.5,147.8,30.1,1.5,0,941.4,1.7,0.1,908,31.7,Normal,901.1,672.7,1118.4,897.4000000000001,922.48
Gujarat Region,1994,7.2,0,0,0.1,0,320.7,490.6,370.1,343.7,2,0.1,0,1534.5,7.2,0.2,1525.1,2.1,Normal,941.4,901.1,672.7,838.4,891.28
Gujarat Region,1995,2.2,0,0.2,0,0,8.5,451,127.4,71,22.9,0.3,0.7,684.3,2.2,0.3,657.9,23.9,Drought,1534.5,941.4,901.1,1125.6666666666667,1033.6200000000001
Gujarat Region,1996,1,0,0,0,0,123.9,374.6,228.5,151.3,23.3,0.1,0,902.8,1,0,878.3,23.4,Normal,684.3,1534.5,941.4,1053.4,946.8
Gujarat Region,1997,0.7,0,0.2,3.3,3.6,355.3,241.9,358,96.1,8.1,0.9,0.9,1068.9,0.7,7.1,1051.3,9.8,Normal,902.8,684.3,1534.5,1040.5333333333333,992.8199999999999
Gujarat Region,1998,0,0.1,0,0,0,111.5,312.2,196.1,346.9,98.8,4.4,0,1070,0.1,0,966.7,103.2,Normal,1068.9,902.8,684.3,885.3333333333334,1026.38
Gujarat Region,1999,0,2,0,0,7.4,158,219.4,55.1,57.2,69.5,0,0,568.4,2,7.4,489.6,69.5,Drought,1070,1068.9,902.8,1013.9,1052.1
Gujarat Region,2000,0,0.1,0,0,36.1,62.9,301.1,133,13.5,0.2,0,3.6,550.6,0.1,36.1,510.6,3.9,Drought,568.4,1070,1068.9,902.4333333333334,858.88
Gujarat Region,2001,6.1,0,0,0.2,2.1,216.9,320,256.8,17.8,28.9,0.2,0,849,6.1,2.3,811.5,29,Normal,550.6,568.4,1070,729.6666666666666,832.14
Gujarat Region,2002,4.1,0,0.1,0,0,234.2,45.8,238.5,113.7,0.6,0.1,0.1,637.2,4.1,0.1,632.2,0.8,Drought,849,550.6,568.4,656,821.38
Gujarat Region,2003,0,6.1,0.1,0,0,209.3,518.7,314.6,109.5,1.9,0,0,1160.3,6.1,0.1,1152.2,1.9,Normal,637.2,849,550.6,678.9333333333334,735.04
Gujarat Region,2004,0,0,0,0,4.4,135.5,238.2,553.7,51.8,22.2,0,0,1005.8,0,4.4,979.1,22.3,Normal,1160.3,637.2,849,882.1666666666666,753.1
Gujarat Region,2005,0,0,0,0,0.3,367.3,378.7,229.4,339.2,1.4,0,0,1316.4,0,0.3,1314.7,1.4,Normal,1005.8,1160.3,637.2,934.4333333333333,840.58
Gujarat Region,2006,0,0,0.8,0,0.2,123.5,576,624.8,140.6,9.2,2.9,0,1478,0,1.1,1464.9,12.1,Normal,1316.4,1005.8,1160.3,1160.8333333333333,993.74
Gujarat Region,2007,0.1,0.4,0,0,0.3,94,567.8,345.6,169.4,0,1.4,0,1178.9,0.5,0.3,1176.7,1.4,Normal,1478,1316.4,1005.8,1266.7333333333333,1119.54
Gujarat Region,2008,0,0,0,3.1,0.1,58.2,261.9,369.5,204.3,11.6,0.1,2.3,911.1,0,3.3,893.9,14,Normal,1178.9,1478,1316.4,1324.4333333333334,1227.88
Gujarat Region,2009,0,0,0.3,0,0,17,390.3,143.5,54.9,27.4,8.1,0,641.6,0,0.3,605.7,35.5,Drought,911.1,1178.9,1478,1189.3333333333335,1178.04
Gujarat Region,2010,0.2,0,0,0,0,59.3,328.2,431,216.6,12.2,41,0.2,1088.7,0.2,0,1035,53.4,Normal,641.6,911.1,1178.9,910.5333333333334,1105.2
Gujarat Region,2011,0,0.2,0,0,0,16.3,259.2,451.7,162.5,0.4,0,0,890.5,0.2,0,889.8,0.4,Normal,1088.7,641.6,911.1,880.4666666666667,1059.66
Gujarat Region,2012,0.1,0,0,0,0,34.4,178.2,230.3,263.8,7.1,0,0,714,0.1,0,706.7,7.1,Drought,890.5,1088.7,641.6,873.6,942.1600000000001
Gujarat Region,2013,0,0.9,0.1,4.6,0,155.7,405.4,211.1,287.3,53.2,0.1,0,1118.6,0.9,4.7,1059.6,53.3,Normal,714,890.5,1088.7,897.7333333333333,849.1800000000001
Gujarat Region,2014,5.7,0.1,0.2,1,1.3,11.6,307.5,138.6,235.1,3.3,1.3,0,705.7,5.8,2.5,692.8,4.6,Drought,1118.6,714,890.5,907.6999999999999,890.68
Gujarat Region,2015,1.8,0,6.1,5.5,0.9,120.7,354.7,37.4,93.4,2.2,0.3,0,622.9,1.8,12.5,606.1,2.6,Drought,705.7,1118.6,714,846.1,903.5
Gujarat Region,2016,0,0,0.6,0,0.4,31.8,255.8,303.9,105.3,66.9,0,0,764.9,0,1,696.9,66.9,Drought,622.9,705.7,1118.6,815.7333333333333,810.34
Gujarat Region,2017,0,0,0,0,0.2,137.7,613.1,179.7,67.2,15.5,0,11,1024.4,0,0.2,997.7,26.6,Normal,764.9,622.9,705.7,697.8333333333334,785.22
Haryana Delhi & Chandigarh,1901,35.4,28.9,11.1,0,5.1,13.2,126.4,151.5,10.5,2,0,6.1,390.1,64.3,16.2,301.6,8.1,Drought,NA,NA,NA,NA,NA
Haryana Delhi & Chandigarh,1902,0,0.7,2.9,10.2,15.8,74.6,149.3,97.1,59.8,9.3,0,0,419.8,0.7,28.9,380.9,9.3,Drought,390.1,NA,NA,NA,NA
Haryana Delhi & Chandigarh,1903,14.7,0.5,2.3,0.5,8.5,8.6,151.6,138.2,97.7,4,0,2.3,428.9,15.2,11.3,396.1,6.2,Drought,419.8,390.1,NA,NA,NA
Haryana Delhi & Chandigarh,1904,7.6,0.7,48,0.5,29.3,34.3,109.7,162.9,102.3,1.5,10.4,20.3,527.8,8.3,77.8,409.3,32.3,Drought,428.9,419.8,390.1,412.93333333333334,NA
Haryana Delhi & Chandigarh,1905,44.8,20.8,14,1.3,7.4,20.1,93.6,23.1,92.6,0,0,5.1,322.9,65.7,22.7,229.4,5.1,Drought,527.8,428.9,419.8,458.8333333333333,NA
Haryana Delhi & Chandigarh,1906,3.6,64.1,31.4,0.1,1.4,70.2,128.9,103.8,185.2,0,0,5,593.6,67.7,32.9,488,5,Drought,322.9,527.8,428.9,426.5333333333333,417.9
Haryana Delhi & Chandigarh,1907,14.3,42.8,25.9,33.5,7.8,20,123.2,175.3,1,0.1,0,0,443.9,57.1,67.2,319.5,0.1,Drought,593.6,322.9,527.8,481.43333333333334,458.59999999999997
Haryana Delhi & Chandigarh,1908,31.4,6.1,0.1,7.6,22.4,14.5,196.6,398.2,10.1,0.3,1.1,0.6,689,37.5,30.1,619.5,2,Drought,443.9,593.6,322.9,453.46666666666664,463.41999999999996
Haryana Delhi & Chandigarh,1909,5.9,13.1,0,78.1,2.8,123.7,228.7,118.9,162.4,3.1,0,32.7,769.3,19,80.9,633.7,35.8,Drought,689,443.9,593.6,575.5,515.4399999999999
Haryana Delhi & Chandigarh,1910,19.7,5.1,0.1,2.1,3.1,69,107.9,150.4,159.7,87.3,0,0.8,605.2,24.8,5.3,487,88.1,Drought,769.3,689,443.9,634.0666666666666,563.74
Haryana Delhi & Chandigarh,1911,66.5,1.3,53.3,0.7,0.1,53.1,26.3,49.3,208.7,10.7,39.7,0,509.7,67.8,54.1,337.4,50.4,Drought,605.2,769.3,689,687.8333333333334,620.2
Haryana Delhi & Chandigarh,1912,43.4,12.5,9,9.2,2.8,26.5,161.1,134.2,119.5,0,10.5,0.5,529.3,55.9,21,441.4,11,Drought,509.7,605.2,769.3,628.0666666666666,603.42
Haryana Delhi & Chandigarh,1913,1.1,42.9,22.4,1.9,69.7,111.8,142.9,82.3,22.6,0.7,0.9,9.3,508.4,43.9,94,359.6,10.9,Drought,529.3,509.7,605.2,548.0666666666666,620.5
Haryana Delhi & Chandigarh,1914,2.3,7,4.7,22.7,21,51.1,252,100,182.9,18.7,2,0.3,664.7,9.3,48.4,586,21,Drought,508.4,529.3,509.7,515.8,584.38
Haryana Delhi & Chandigarh,1915,30.7,49.1,40.9,7.1,8,39.9,66.9,69.9,101.7,6.4,0,1.8,422.4,79.9,55.9,278.4,8.2,Drought,664.7,508.4,529.3,567.4666666666667,563.46
Haryana Delhi & Chandigarh,1916,0.5,15.7,0.2,2.3,12.5,71.2,139.7,217.7,107.8,61.6,0,0,629.1,16.2,14.9,536.4,61.6,Drought,422.4,664.7,508.4,531.8333333333334,526.9
Haryana Delhi & Chandigarh,1917,6.1,7.4,3.2,34.5,25.8,64.6,164.3,210.9,361.5,101,0,7.5,986.7,13.5,63.5,801.2,108.5,Normal,629.1,422.4,664.7,572.0666666666667,550.78
Haryana Delhi & Chandigarh,1918,10,0,11.1,9.9,1.1,34.3,20,142.1,5,0.3,0.8,0,234.7,10.1,22.2,201.4,1.1,Drought,986.7,629.1,422.4,679.4,642.26
Haryana Delhi & Chandigarh,1919,61,2.7,8.4,2.3,14.8,7,208.7,172.1,50.6,0,3.4,22.8,553.7,63.8,25.4,438.3,26.2,Drought,234.7,986.7,629.1,616.8333333333334,587.52
Haryana Delhi & Chandigarh,1920,11.2,12.9,13.2,0.2,21.6,73,194.8,30.8,9.6,1.4,0,0.1,368.8,24.1,35.1,308.1,1.5,Drought,553.7,234.7,986.7,591.7,565.32
Haryana Delhi & Chandigarh,1921,21.3,1.2,0.5,1.4,0,13.7,100.2,189.5,86.1,29.5,0,3,446.5,22.5,2,389.5,32.5,Drought,368.8,553.7,234.7,385.73333333333335,554.6
Haryana Delhi & Chandigarh,1922,14.3,4.5,0.6,0.6,1.4,86.7,139.6,99.7,176.5,1.7,0,27.1,552.9,18.8,2.7,502.6,28.7,Drought,446.5,368.8,553.7,456.33333333333337,518.08
Haryana Delhi & Chandigarh,1923,17,52.7,0.8,0.1,19.7,24.8,183.7,221.3,17.6,9.1,0.3,34.4,581.5,69.7,20.6,447.4,43.8,Drought,552.9,446.5,368.8,456.06666666666666,431.32
Haryana Delhi & Chandigarh,1924,48.5,18.9,2,1.3,5.5,18.5,98.3,151.3,247.5,45.5,2.5,15,654.8,67.4,8.8,515.6,63,Drought,581.5,552.9,446.5,526.9666666666667,500.68
Haryana Delhi & Chandigarh,1925,4.8,0.1,0.1,3.1,11.2,153.8,247,108.6,10.2,5.7,12.2,0.3,557.2,5,14.4,519.6,18.2,Drought,654.8,581.5,552.9,596.4,520.9
Haryana Delhi & Chandigarh,1926,9.4,9.3,39.2,10.3,33.4,18.4,190,257.4,45.5,0.6,2.4,0.1,615.9,18.7,82.8,511.3,3,Drought,557.2,654.8,581.5,597.8333333333334,558.58
Haryana Delhi & Chandigarh,1927,0.2,34.1,14.8,7.4,13.9,12.2,160.9,163.9,42.7,18.1,1.7,32.5,502.5,34.3,36.1,379.7,52.4,Drought,615.9,557.2,654.8,609.3,592.46
Haryana Delhi & Chandigarh,1928,21.5,28.3,3.4,5.9,3.7,36.5,131,77.6,35.6,7.6,20.3,16.8,388.2,49.8,13,280.7,44.6,Drought,502.5,615.9,557.2,558.5333333333333,582.38
Haryana Delhi & Chandigarh,1929,15.2,0.1,0,9.5,3.7,18.7,135.2,82.8,11.4,3.8,0,26.2,306.6,15.4,13.2,248.1,30,Drought,388.2,502.5,615.9,502.2,543.72
Haryana Delhi & Chandigarh,1930,28.4,11.4,4,1.8,3.4,68.6,266.5,78.4,32.3,2.8,0.9,2.1,500.5,39.8,9.2,445.9,5.7,Drought,306.6,388.2,502.5,399.1,474.08
Haryana Delhi & Chandigarh,1931,0.4,17,14.2,0.3,7.8,11.1,198.7,122.5,109.5,37.4,0,0.1,519.2,17.5,22.4,441.9,37.5,Drought,500.5,306.6,388.2,398.43333333333334,462.74
Haryana Delhi & Chandigarh,1932,3,2,26.2,4.8,6.1,14.3,136.8,113.4,117.5,0,0,15.8,440.1,5.1,37.1,382.1,15.8,Drought,519.2,500.5,306.6,442.1,443.40000000000003
Haryana Delhi & Chandigarh,1933,1.1,19.5,10.8,6.7,43.2,105.1,131.4,227.3,293.1,17,0.4,1.3,856.9,20.6,60.7,756.8,18.7,Normal,440.1,519.2,500.5,486.6,430.92
Haryana Delhi & Chandigarh,1934,21.6,1,47.6,0.7,2,64.6,140.8,199.1,18.3,0,0,5.6,501.4,22.6,50.4,422.8,5.6,Drought,856.9,440.1,519.2,605.4,524.66
Haryana Delhi & Chandigarh,1935,35.1,25.1,7.1,29.2,0.7,5.3,208.9,132.3,97,7.5,6,14.2,568.3,60.2,37,443.5,27.7,Drought,501.4,856.9,440.1,599.4666666666667,563.62
Haryana Delhi & Chandigarh,1936,1.6,18.2,6.8,0.7,3.3,141.3,124.4,125.7,61.3,0.1,1.2,26.5,511.1,19.8,10.8,452.7,27.7,Drought,568.3,501.4,856.9,642.1999999999999,577.18
Haryana Delhi & Chandigarh,1937,0.8,75.8,5.3,20.3,5.2,43.7,171.6,39.3,109.8,0.4,0.3,9.1,481.7,76.7,30.8,364.4,9.8,Drought,511.1,568.3,501.4,526.9333333333333,575.56
Haryana Delhi & Chandigarh,1938,38.2,7.7,0.4,1.1,7.4,61.7,89.7,56.9,8.1,7.6,0.1,0,278.8,45.9,8.9,216.3,7.7,Drought,481.7,511.1,568.3,520.3666666666667,583.88
Haryana Delhi & Chandigarh,1939,1.9,38.5,20.2,0.5,0.3,88.8,62.7,32.9,63.3,1.2,0,0,310.2,40.5,20.9,247.6,1.2,Drought,278.8,481.7,511.1,423.8666666666667,468.26
Haryana Delhi & Chandigarh,1940,28.2,35.6,11.9,6.7,1.7,38.7,117.4,142.3,12.6,0.2,0,0.4,395.7,63.8,20.3,311.1,0.5,Drought,310.2,278.8,481.7,356.9,430.02
Haryana Delhi & Chandigarh,1941,59.2,5.1,2.2,0,16.2,96.3,41,90.1,46.4,3.9,0,3.5,363.9,64.3,18.4,273.8,7.4,Drought,395.7,310.2,278.8,328.23333333333335,395.5
Haryana Delhi & Chandigarh,1942,24.9,48.6,2.2,11.7,7.3,48.2,257.5,237.6,154.2,0.3,0,11.9,804.5,73.6,21.2,697.6,12.2,Drought,363.9,395.7,310.2,356.59999999999997,366.06
Haryana Delhi & Chandigarh,1943,19.6,2.1,2.4,14.7,8.5,28.8,129.6,112.4,89.7,0,0,0.1,407.9,21.7,25.6,360.4,0.1,Drought,804.5,363.9,395.7,521.3666666666667,430.62
Haryana Delhi & Chandigarh,1944,21.5,32.9,35.1,27.6,0.5,52.2,150.7,99,38.8,24.8,0.6,0.6,484.2,54.4,63.1,340.7,26,Drought,407.9,804.5,363.9,525.4333333333333,456.44
Haryana Delhi & Chandigarh,1945,41.5,0,2.4,6.5,7.9,36.5,120,122.3,312.5,5.1,0,0,654.6,41.5,16.8,591.2,5.1,Drought,484.2,407.9,804.5,565.5333333333333,491.24
Haryana Delhi & Chandigarh,1946,0.1,9.7,1.7,3.4,27,72,122.9,155.4,17.3,15.6,1,11.6,437.8,9.8,32.1,367.6,28.3,Drought,654.6,484.2,407.9,515.5666666666666,543.02
Haryana Delhi & Chandigarh,1947,17.2,15.8,7.2,0.6,3,13.7,22.9,80.6,292.9,4.5,0,6.2,464.5,33,10.8,410,10.7,Drought,437.8,654.6,484.2,525.5333333333333,557.8
Haryana Delhi & Chandigarh,1948,34.4,31.4,18.8,1.1,4.8,16,212.4,233,34.6,4.3,0.9,0.3,592.1,65.9,24.7,496.1,5.4,Drought,464.5,437.8,654.6,518.9666666666667,489.8
Haryana Delhi & Chandigarh,1949,3.4,27.9,0.7,1.2,5.9,12.1,287.9,58.3,84.7,1.2,0,2,485.3,31.3,7.8,442.9,3.2,Drought,592.1,464.5,437.8,498.1333333333333,526.64
Haryana Delhi & Chandigarh,1950,22.2,6.5,18.1,0.5,6.1,9.7,220.4,147.6,118.7,0,0,1.4,551.1,28.7,24.7,496.4,1.4,Drought,485.3,592.1,464.5,513.9666666666667,526.86
Haryana Delhi & Chandigarh,1951,8.2,0.4,33.6,11.6,9.1,21.3,56,135.4,35,0.2,27.4,0,338.2,8.7,54.2,247.7,27.7,Drought,551.1,485.3,592.1,542.8333333333334,506.16
Haryana Delhi & Chandigarh,1952,8.2,17.8,12,2.6,10.8,67.1,122.5,311,1.3,0,0,3.2,556.3,26,25.3,501.9,3.2,Drought,338.2,551.1,485.3,458.2,486.24
Haryana Delhi & Chandigarh,1953,39.5,1.6,0,4.1,5.9,58.9,241,154.9,48.4,0.9,0,6.6,561.9,41.1,10,503.3,7.5,Drought,556.3,338.2,551.1,481.8666666666667,504.6
Haryana Delhi & Chandigarh,1954,26.1,91,10.1,0.4,3.9,26.7,152.3,45.6,136.6,43.9,0.3,0,537,117.1,14.5,361.2,44.2,Drought,561.9,556.3,338.2,485.46666666666664,498.56
