SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JF,MAM,JJAS,OND,Rainfall_Category,Lag_1,Lag_2,Lag_3,Rolling_3,Rolling_5
Himachal Pradesh,1976,66.7,105.5,126.6,49.1,30.1,85.5,368.9,238,72.6,20.2,1.7,14.6,1179.3,172.2,205.7,765,36.4,Normal,1054.1,776.1,955.2,928.4666666666667,980.56
Himachal Pradesh,1977,85.5,4.7,12.9,97.5,87.2,86.1,339.7,236.4,197.1,18.8,9.9,69.2,1245,90.2,197.6,859.3,97.9,Normal,1179.3,1054.1,776.1,1003.1666666666666,961.4
Himachal Pradesh,1978,63.7,102.6,157.9,53.5,31.1,156.1,280,300.1,137.7,3.6,75.9,9,1371.2,166.3,242.5,873.9,88.4,Normal,1245,1179.3,1054.1,1159.4666666666667,1041.94
Himachal Pradesh,1979,170,115.3,157.4,31.9,85.1,64.8,163.4,119,43.5,7,34,29.6,1021,285.2,274.4,390.7,70.7,Normal,1371.2,1245,1179.3,1265.1666666666667,1125.1399999999999
Himachal Pradesh,1980,83.2,87.1,71.7,28.5,26.1,106.8,477.1,128.8,52.5,25.3,27.3,40.5,1155,170.4,126.4,765.3,93,Normal,1021,1371.2,1245,1212.4,1174.12
Himachal Pradesh,1981,114.5,96.3,162,54.4,67.1,94.7,233.5,163.4,71.6,11.4,70.4,7.9,1147.1,210.8,283.4,563.3,89.6,Normal,1155,1021,1371.2,1182.4,1194.3
Himachal Pradesh,1982,187.3,147.7,228.9,146.2,152.5,58.3,160.4,170.2,31.5,42.5,21.8,75.7,1423,335,527.6,420.4,140,Normal,1147.1,1155,1021,1107.7,1187.86
Himachal Pradesh,1983,91.7,97.6,162.8,136.7,86.1,59.2,166.7,204.2,121.5,48.2,1,13.9,1189.6,189.3,385.5,551.6,63.2,Normal,1423,1147.1,1155,1241.7,1223.46
Himachal Pradesh,1984,24.3,134.5,38.7,68.6,14.7,105,194.4,192.5,121.5,10.6,25.1,38.4,968.3,158.8,122,613.3,74.2,Normal,1189.6,1423,1147.1,1253.2333333333333,1187.1399999999999
Himachal Pradesh,1985,70.4,23,36.2,65.6,54.3,54.1,301.3,252.7,118,127.6,2.8,88,1193.9,93.4,156.1,726.1,218.3,Normal,968.3,1189.6,1423,1193.6333333333332,1176.6
Himachal Pradesh,1986,7.3,119.3,159.4,105.3,99.1,86.4,240.9,246.9,52.4,43.4,72.7,89.5,1322.6,126.6,363.7,626.6,205.6,Normal,1193.9,968.3,1189.6,1117.2666666666667,1184.3799999999999
Himachal Pradesh,1987,68.1,84.6,77.9,132.1,214.2,81,90.4,147.8,50.3,76.7,0.8,11.6,1035.6,152.7,424.2,369.6,89.1,Normal,1322.6,1193.9,968.3,1161.6,1219.48
Himachal Pradesh,1988,41.6,128.3,353.9,27.2,39.3,84,411.3,304.7,360.2,2.2,4.9,123.5,1881.1,169.8,420.4,1160.3,130.6,Heavy Rainfall,1035.6,1322.6,1193.9,1184.0333333333333,1142
Himachal Pradesh,1989,111,62.5,89.2,39.4,92.5,59.7,291.1,247.3,64.9,7.3,52.9,59.4,1177.2,173.5,221.2,663,119.6,Normal,1881.1,1035.6,1322.6,1413.1,1280.3
Himachal Pradesh,1990,36.2,161.2,217.7,52.5,61.8,80.2,302.3,221.8,162.8,15.6,10.1,140.6,1462.7,197.4,332,767,166.3,Normal,1177.2,1881.1,1035.6,1364.6333333333332,1322.08
Himachal Pradesh,1991,24,143.1,120.6,104.5,69.7,67.1,141.6,258.3,128.5,2.2,4.3,40.9,1104.8,167.1,294.8,595.6,47.4,Normal,1462.7,1177.2,1881.1,1507,1375.84
Himachal Pradesh,1992,123.9,75.8,199.4,36.9,83.9,53,277.5,374,127.6,7,19.4,4.7,1383.1,199.7,320.1,832.2,31.1,Normal,1104.8,1462.7,1177.2,1248.2333333333333,1332.28
Himachal Pradesh,1993,109.2,69.7,164.1,20.6,56.7,70.9,386.9,89.1,143.1,0.3,17.7,0,1128.3,178.8,241.5,690,18,Normal,1383.1,1104.8,1462.7,1316.8666666666666,1401.78
Himachal Pradesh,1994,88.7,124.7,29,131.3,65.5,114.2,367,311,92.7,8.5,0.1,77.6,1410.2,213.4,225.8,884.8,86.2,Normal,1128.3,1383.1,1104.8,1205.3999999999999,1251.22
Himachal Pradesh,1995,61.5,140,96.7,85.8,44.2,66.5,332.4,345.1,284.5,5.4,13.9,17.7,1493.9,201.5,226.7,1028.6,37.1,Normal,1410.2,1128.3,1383.1,1307.2,1297.82
Himachal Pradesh,1996,118.6,117.8,112.5,50.6,68.5,173.7,210.6,348.3,138.5,38.3,0.6,6.4,1384.4,236.4,231.6,871.1,45.3,Normal,1493.9,1410.2,1128.3,1344.1333333333334,1304.06
Himachal Pradesh,1997,50.9,58.5,60.4,97.4,66.1,92.3,198.7,476.1,113.8,44.4,87.4,108.5,1454.5,109.3,223.8,881,240.3,Normal,1384.4,1493.9,1410.2,1429.5,1359.98
Himachal Pradesh,1998,13.5,133.8,139.4,71.5,41.3,152.3,210.7,239.8,251.5,119.4,5.9,2.4,1381.6,147.3,252.3,854.3,127.7,Normal,1454.5,1384.4,1493.9,1444.2666666666667,1374.26
Himachal Pradesh,1999,109.2,54.3,33.4,7.1,98.3,104.7,304.1,284.6,111.4,6.4,28.9,2.5,1144.9,163.5,138.8,804.8,37.8,Normal,1381.6,1454.5,1384.4,1406.8333333333333,1424.92
Himachal Pradesh,2000,118.2,119,68.1,25.6,79.9,198,265.1,126.7,50.1,0,10.5,6.9,1068.4,237.2,173.7,640,17.5,Normal,1144.9,1381.6,1454.5,1327,1371.8600000000001
Himachal Pradesh,2001,30.5,35.7,105.8,66.9,67.3,153.8,239.5,202.3,26.9,5,20.8,37.3,991.8,66.2,240,622.5,63.1,Normal,1068.4,1144.9,1381.6,1198.3,1286.76
Himachal Pradesh,2002,66.7,136.5,136.9,124,27,56.1,81.8,225.6,123.1,8.2,0.7,3.9,990.4,203.2,287.9,486.6,12.8,Normal,991.8,1068.4,1144.9,1068.3666666666668,1208.24
Himachal Pradesh,2003,39.5,116.6,113,52.9,35.9,61.4,187.7,228.7,135.5,0.3,22.5,40.4,1034.5,156.1,201.9,613.3,63.2,Normal,990.4,991.8,1068.4,1016.8666666666667,1115.42
Himachal Pradesh,2004,86.2,43,5.9,54.7,57.6,76.1,141.3,202.5,47.6,104.7,9.3,49.4,878.5,129.3,118.3,467.5,163.5,Normal,1034.5,990.4,991.8,1005.5666666666666,1046
Himachal Pradesh,2005,147.8,222.9,143.3,35.2,52.4,52.6,317.2,114.2,156.3,1.8,0.3,4.5,1248.5,370.7,230.9,640.3,6.6,Normal,878.5,1034.5,990.4,967.8,992.72
Himachal Pradesh,2006,102.5,38.2,137.3,44.3,68.4,104.8,260.3,274.2,92.8,17.5,26.9,51.2,1218.4,140.7,250,732.1,95.6,Normal,1248.5,878.5,1034.5,1053.8333333333333,1028.74
Himachal Pradesh,2007,1.3,121,177,9.6,39.3,155.7,155.2,234.3,85.7,18.7,1,35.6,1034.5,122.3,225.9,631,55.4,Normal,1218.4,1248.5,878.5,1115.1333333333334,1074.06
Himachal Pradesh,2008,129.9,63.2,6.3,44.4,42.9,187.3,194.9,224.7,142.6,33.9,5.3,38.9,1114.2,193.1,93.6,749.4,78,Normal,1034.5,1218.4,1248.5,1167.1333333333334,1082.88
Himachal Pradesh,2009,54.8,45.9,43.4,91.2,53.5,45.5,170.2,162.6,172.1,16.4,93.1,7.8,956.5,100.7,188.2,550.3,117.2,Normal,1114.2,1034.5,1218.4,1122.3666666666668,1098.82
Himachal Pradesh,2010,25.5,96.6,45.1,60.3,81.4,108.5,291.8,274.1,176.7,30.5,10.8,58.1,1259.4,122.1,186.8,851.2,99.4,Normal,956.5,1114.2,1034.5,1035.0666666666666,1114.42
Himachal Pradesh,2011,43.9,97.4,49.7,62.4,45.1,118.3,177.7,380.2,120.3,6,0.3,6.9,1108.3,141.3,157.3,796.6,13.2,Normal,1259.4,956.5,1114.2,1110.0333333333333,1116.6000000000001
Himachal Pradesh,2012,92.3,51.3,28.4,55.9,9.4,31.1,241.5,280.6,133.1,3.1,3.2,21.8,951.6,143.5,93.7,686.3,28.1,Normal,1108.3,1259.4,956.5,1108.0666666666666,1094.58
Himachal Pradesh,2013,79.9,182.6,76.6,28.9,32.6,233.6,208.8,240,65.8,21.8,16.6,24.8,1211.9,262.5,138.1,748.2,63.2,Normal,951.6,1108.3,1259.4,1106.4333333333334,1078
Himachal Pradesh,2014,69.6,124.9,125.2,60.6,68.9,51.7,203.6,146.7,84.6,19.3,4.5,49.3,1008.7,194.5,254.6,486.6,73,Normal,1211.9,951.6,1108.3,1090.6,1097.54
Himachal Pradesh,2015,67.2,156.6,192.5,84.9,45,85.8,249.9,195.9,75.5,17.7,14.5,25,1210.5,223.9,322.3,607.2,57.2,Normal,1008.7,1211.9,951.6,1057.4,1107.98
Himachal Pradesh,2016,18.7,38.4,114.4,47.5,70.2,101.3,194,272.7,56.8,5.3,0,2.2,921.5,57.2,232.1,624.8,7.5,Normal,1210.5,1008.7,1211.9,1143.7,1098.2
Himachal Pradesh,2017,157.6,46.3,57.4,88,62,123.1,216.1,273.1,103.4,0.3,6.9,48,1182.2,204,207.3,715.7,55.2,Normal,921.5,1210.5,1008.7,1046.9,1060.8400000000001
Jammu & Kashmir,1901,66.4,69.3,69.6,132.2,105.8,53.4,171.7,181.3,101.8,24.1,0,4.4,979.9,135.6,307.6,508.2,28.5,Normal,NA,NA,NA,NA,NA
Jammu & Kashmir,1902,6.5,9.7,91.3,100.5,70.7,113.3,108.4,136.9,62.2,15.1,44,1.8,760.5,16.2,262.5,420.9,60.9,Drought,979.9,NA,NA,NA,NA
Jammu & Kashmir,1903,96.2,21.5,238.6,58.7,57.3,18.9,332.5,218.6,176.9,10.7,15,41.8,1286.6,117.7,354.6,746.9,67.5,Normal,760.5,979.9,NA,NA,NA
Jammu & Kashmir,1904,110.6,17.3,145.2,64.5,67.8,25.9,182.3,132.2,62.3,50,24.8,99.2,982.2,128,277.5,402.7,174,Normal,1286.6,760.5,979.9,1009,NA
Jammu & Kashmir,1905,146.7,76.3,161.4,71.7,65.2,43.3,145.2,111.5,239.7,5.8,0.6,90.2,1157.7,223,298.4,539.7,96.7,Normal,982.2,1286.6,760.5,1009.7666666666667,NA
Jammu & Kashmir,1906,81,160.4,167.2,49.3,39.4,52.2,107,257.4,237,5.3,0,36.9,1193.1,241.4,255.9,653.6,42.1,Normal,1157.7,982.2,1286.6,1142.1666666666667,1033.38
Jammu & Kashmir,1907,99.6,195.8,132.2,151,57,85.9,85.1,220.3,24.9,13.9,3.1,0.8,1069.6,295.4,340.2,416.3,17.8,Normal,1193.1,1157.7,982.2,1111,1076.02
Jammu & Kashmir,1908,86.4,51.4,28.1,195.8,45.3,26.1,233.3,345.9,118.9,9,1.2,86,1227.3,137.7,269.1,724.3,96.2,Normal,1069.6,1193.1,1157.7,1140.1333333333332,1137.84
Jammu & Kashmir,1909,91.9,149.3,56.1,48,43.1,68.2,252.2,264.7,237.7,55.2,0.1,73.4,1339.9,241.2,147.2,822.9,128.7,Normal,1227.3,1069.6,1193.1,1163.3333333333333,1125.98
Jammu & Kashmir,1910,123.6,85.1,65.6,99.7,33,126.2,193.7,276.1,39.4,0.4,0.1,66.7,1109.4,208.7,198.3,635.4,67.1,Normal,1339.9,1227.3,1069.6,1212.2666666666667,1197.52
Jammu & Kashmir,1911,344.8,52.3,285.4,53.1,18.7,76.7,95.1,144.4,72.8,15.1,93.6,28.1,1280.2,397.1,357.2,389,136.9,Normal,1109.4,1339.9,1227.3,1225.5333333333333,1187.86
Jammu & Kashmir,1912,169.8,39.7,107.5,102.8,61.1,22.9,192.7,152.9,14,4.6,21.4,47.3,936.7,209.5,271.4,382.5,73.3,Normal,1280.2,1109.4,1339.9,1243.1666666666667,1205.28
Jammu & Kashmir,1913,68.4,141.9,95,81,54.4,99.1,152.2,173.9,24.4,12.8,33.4,63.7,1000.2,210.3,230.4,449.6,109.8,Normal,936.7,1280.2,1109.4,1108.7666666666667,1178.7
Jammu & Kashmir,1914,47.8,228.9,155.4,153.7,91.9,86.1,369.9,159.3,103.3,157.3,43,95.6,1692.1,276.7,400.9,718.6,295.9,Heavy Rainfall,1000.2,936.7,1280.2,1072.3666666666668,1133.28
Jammu & Kashmir,1915,47.4,218.3,109.7,132.3,18.2,54.4,87.7,174.6,71.7,27.6,0,21.9,963.9,265.8,260.2,388.4,49.5,Normal,1692.1,1000.2,936.7,1209.6666666666667,1203.72
Jammu & Kashmir,1916,37.5,159.4,69,67.7,58.6,92.9,244.3,216.5,46.9,30.9,3.4,7.2,1034.3,196.8,195.3,600.6,41.6,Normal,963.9,1692.1,1000.2,1218.7333333333333,1174.62
Jammu & Kashmir,1917,63.6,34.2,92.7,145,67.9,155.4,170.3,231.4,219.5,129.6,0,76.5,1386.1,97.8,305.6,776.7,206,Normal,1034.3,963.9,1692.1,1230.1,1125.44
Jammu & Kashmir,1918,25.8,27.7,269,173.9,4.7,59.6,95.3,118.1,19,14.9,19.6,88.9,916.5,53.5,447.6,292,123.4,Normal,1386.1,1034.3,963.9,1128.1,1215.32
Jammu & Kashmir,1919,187.7,98.3,121.6,73.3,49.5,36.9,247.2,208.5,37.7,1.4,0.3,126.8,1189.2,285.9,244.4,530.4,128.5,Normal,916.5,1386.1,1034.3,1112.3,1198.58
Jammu & Kashmir,1920,82.9,126.4,199.8,97.2,63.3,40.2,81.2,98.1,48,17.3,0.8,34.7,889.9,209.2,360.4,267.5,52.8,Normal,1189.2,916.5,1386.1,1163.9333333333334,1098
Jammu & Kashmir,1921,140.6,71.3,60.4,44.9,21.8,56.7,137.7,209.3,65.8,76.8,3.1,169.3,1057.6,211.9,127.1,469.5,249.2,Normal,889.9,1189.2,916.5,998.5333333333333,1083.2
Jammu & Kashmir,1922,87.9,60.6,82.4,67.4,26.5,63.4,163.9,99.1,149.7,28.7,1.5,59.7,890.8,148.5,176.3,476.1,89.8,Normal,1057.6,889.9,1189.2,1045.5666666666666,1087.86
Jammu & Kashmir,1923,185.9,163.2,106.9,60.9,135.7,23.8,176.7,244.9,33,71.4,9.3,52.6,1264.3,349.2,303.5,478.3,133.3,Normal,890.8,1057.6,889.9,946.0999999999999,988.8
Jammu & Kashmir,1924,89.2,218.7,91.6,87.6,132.2,4,138.2,203.9,103.2,1.3,22.3,89.8,1182.2,307.9,311.5,449.5,113.4,Normal,1264.3,890.8,1057.6,1070.8999999999999,1058.36
Jammu & Kashmir,1925,90.4,86.8,45.7,70.9,106.1,80.7,242.3,179.3,25.9,32.7,52.5,0,1013.3,177.3,222.7,528.2,85.2,Normal,1182.2,1264.3,890.8,1112.4333333333334,1056.96
Jammu & Kashmir,1926,52.6,61.7,182.4,123.9,92,33.9,185.8,245.1,109.2,0.3,2.5,34.1,1123.6,114.4,398.3,574,36.9,Normal,1013.3,1182.2,1264.3,1153.2666666666667,1081.6399999999999
Jammu & Kashmir,1927,84.6,117.3,80.8,53.2,82.6,27.9,226.2,220.3,27.7,7.6,4.5,40.3,973.1,202,216.6,502.2,52.3,Normal,1123.6,1013.3,1182.2,1106.3666666666666,1094.84
Jammu & Kashmir,1928,142.9,192.2,125.9,109.2,18.4,46.2,115.7,177.1,121.6,1.2,102.4,138.3,1291,335.1,253.4,460.6,241.9,Normal,973.1,1123.6,1013.3,1036.6666666666665,1111.3
Jammu & Kashmir,1929,121.2,66.4,40.3,53,42.6,60,182.6,266.7,20.9,60.4,2,186.6,1102.7,187.6,135.9,530.2,249,Normal,1291,973.1,1123.6,1129.2333333333333,1116.6399999999999
Jammu & Kashmir,1930,201.8,116.1,114.6,209.2,53.1,55.1,211,105.9,49,43.7,0.9,7.6,1168,317.9,376.9,421.1,52.2,Normal,1102.7,1291,973.1,1122.2666666666667,1100.74
Jammu & Kashmir,1931,124.7,142.4,47.1,35.5,109,11.1,205,192.6,30.4,43.9,7.9,5.3,955,267.1,191.7,439.1,57.2,Normal,1168,1102.7,1291,1187.2333333333333,1131.68
Jammu & Kashmir,1932,99.4,102.7,122.7,32.8,87.1,58.6,255,174.1,11.5,9.9,1.6,84,1039.4,202.1,242.6,499.2,95.5,Normal,955,1168,1102.7,1075.2333333333333,1097.96
Jammu & Kashmir,1933,104,137.4,187.1,107.2,31.1,63.7,175.2,217.7,101.9,48.1,12.2,2.1,1187.7,241.4,325.4,558.5,62.4,Normal,1039.4,955,1168,1054.1333333333334,1111.22
Jammu & Kashmir,1934,110.1,27.2,71.1,96.8,36.2,60.7,146.3,158.9,16.8,3.5,2,73.5,803.1,137.3,204.1,382.7,79,Drought,1187.7,1039.4,955,1060.7,1090.56
Jammu & Kashmir,1935,193.3,95.7,129.9,145.5,20.1,44.7,154.3,183.4,30.4,19.5,48.9,19.7,1085.5,289,295.6,412.8,88.1,Normal,803.1,1187.7,1039.4,1010.0666666666667,1030.64
Jammu & Kashmir,1936,59.9,168.9,242.1,62.4,21.8,96,163.6,140.2,54.7,16.7,19.9,94.7,1140.8,228.8,326.3,454.4,131.3,Normal,1085.5,803.1,1187.7,1025.4333333333334,1014.14
Jammu & Kashmir,1937,67.9,160,91,80.7,19.5,32.2,133,73.5,57.5,88.7,14.7,121.1,939.6,227.8,191.2,296.2,224.4,Normal,1140.8,1085.5,803.1,1009.8,1051.3
Jammu & Kashmir,1938,183.1,194.2,132.6,76.4,14.8,118.7,123,136.7,11.2,31,11.1,29,1061.7,377.3,223.7,389.6,71,Normal,939.6,1140.8,1085.5,1055.3,1031.34
Jammu & Kashmir,1939,89.1,221,179.9,68.5,19.6,34.6,164.2,95.2,72.7,57.4,0,1.1,1003.5,310.2,268.1,366.7,58.6,Normal,1061.7,939.6,1140.8,1047.3666666666668,1006.14
Jammu & Kashmir,1940,96.8,61.1,108.9,71.9,69,85.2,127.4,151.9,69.9,8.5,8.6,19.2,878.3,157.8,249.8,434.3,36.4,Normal,1003.5,1061.7,939.6,1001.6,1046.22
Jammu & Kashmir,1941,81.7,52.5,109.6,40.1,41.3,44,120.2,100.8,163.2,11.4,19.9,87,871.6,134.2,191,428.1,118.3,Normal,878.3,1003.5,1061.7,981.1666666666666,1004.78
Jammu & Kashmir,1942,127.7,196.9,39.4,85.9,88,35.5,200,274.5,80.3,21.7,9.8,80.2,1239.8,324.6,213.3,590.2,111.7,Normal,871.6,878.3,1003.5,917.8,950.94
Jammu & Kashmir,1943,245.5,37.5,145,94.9,124.8,27.6,135.1,228.8,94,1.1,3.6,29.8,1167.7,283.1,364.6,485.5,34.5,Normal,1239.8,871.6,878.3,996.5666666666666,1010.98
Jammu & Kashmir,1944,114.9,142.5,98.8,72.5,26.4,37.2,193.9,183.2,51.1,18.4,37.8,74.2,1051,257.4,197.7,465.5,130.4,Normal,1167.7,1239.8,871.6,1093.0333333333333,1032.18
Jammu & Kashmir,1945,131.7,23,138.2,101.8,37.8,49.8,129.7,104.1,94.3,26.1,9.5,10.3,856.2,154.7,277.8,377.8,45.8,Normal,1051,1167.7,1239.8,1152.8333333333333,1041.68
Jammu & Kashmir,1946,36.6,89.7,87.1,26,32.4,82.6,159,173.8,16.3,43.5,70.8,104.5,922.3,126.2,145.6,431.7,218.8,Normal,856.2,1051,1167.7,1024.9666666666667,1037.26
Jammu & Kashmir,1947,64.7,81.9,68.3,5.7,61.3,39.2,130,182,177.9,14.6,8.9,79.4,914,146.6,135.3,529.2,102.9,Normal,922.3,856.2,1051,943.1666666666666,1047.4
Jammu & Kashmir,1948,47.9,133.7,261.1,43.4,21.4,66.9,278.3,182,60.6,6.2,5.5,76.1,1183.1,181.6,325.9,587.8,87.9,Normal,914,922.3,856.2,897.5,982.24
Jammu & Kashmir,1949,101.3,194,127.7,59.1,54.9,69.2,144.6,85.1,38.6,24,11,37.5,946.9,295.3,241.6,337.5,72.4,Normal,1183.1,914,922.3,1006.4666666666666,985.3199999999999
Jammu & Kashmir,1950,367.8,96.1,115.4,119.3,55.5,20.9,182.2,175.6,371.1,12.8,0.7,5.7,1523.1,463.9,290.2,749.8,19.2,Normal,946.9,1183.1,914,1014.6666666666666,964.5
Jammu & Kashmir,1951,107.3,99.3,120.6,90.1,94.6,64.8,116.9,160.6,27.4,23,25.4,32.8,963,206.6,305.3,369.8,81.3,Normal,1523.1,946.9,1183.1,1217.6999999999998,1097.8799999999999
Jammu & Kashmir,1952,88.2,94.1,199.5,42.7,62.8,77.4,175.9,216.9,19.4,1.4,16,75.2,1069.6,182.3,305,489.6,92.6,Normal,963,1523.1,946.9,1144.3333333333333,1106.02
Jammu & Kashmir,1953,135.5,46.6,98.6,97.2,29.6,75.4,248.7,257.5,117.5,51.3,16,55.8,1229.6,182,225.4,699.1,123.1,Normal,1069.6,963,1523.1,1185.2333333333333,1137.1399999999999
Jammu & Kashmir,1954,308.4,250.6,60.7,16.2,73.7,26.1,96.1,123.2,286,38.1,15.9,12.3,1307.1,559,150.5,531.4,66.2,Normal,1229.6,1069.6,963,1087.3999999999999,1146.44
Jammu & Kashmir,1955,47.9,14.9,124.4,64.4,113.5,20.8,160,329.4,89.2,170.6,0,21.4,1156.4,62.8,302.2,599.3,192,Normal,1307.1,1229.6,1069.6,1202.1,1218.48
Jammu & Kashmir,1956,136.4,63.9,180.9,115.1,18.5,113,356.8,292.5,49.3,134,2.5,57.8,1520.8,200.3,314.5,811.6,194.4,Normal,1156.4,1307.1,1229.6,1231.0333333333333,1145.1399999999999
Jammu & Kashmir,1957,184.1,144.7,110.9,222.7,144.4,73.5,143.8,203.2,29.9,113.6,86.9,62.6,1520.3,328.7,478,450.4,263.1,Normal,1520.8,1156.4,1307.1,1328.1,1256.7
Jammu & Kashmir,1958,38.7,85.8,116,101,91.6,34.5,253.5,265.1,229.3,25.3,16.3,93.3,1350.4,124.5,308.6,782.5,134.8,Normal,1520.3,1520.8,1156.4,1399.1666666666667,1346.84
Jammu & Kashmir,1959,113.5,120.8,114.6,33.3,57.4,19.8,454.6,243.7,243,47.3,85.2,17,1550.3,234.3,205.3,961.2,149.6,Normal,1350.4,1520.3,1520.8,1463.8333333333333,1371
Jammu & Kashmir,1960,48.2,9.9,144.7,47,29.3,23.3,202.3,183.3,34.2,1.1,4.1,39,766.4,58,221,443.1,44.2,Drought,1550.3,1350.4,1520.3,1473.6666666666667,1419.64
Jammu & Kashmir,1961,103.3,57.9,54.5,107.5,55.1,107.3,199.6,217.4,118.3,28.8,53.2,35,1138.2,161.2,217.2,642.7,117.1,Normal,766.4,1550.3,1350.4,1222.3666666666668,1341.6399999999999
Jammu & Kashmir,1962,20.5,97,51,117.5,34,41.1,132.7,137.1,171.3,11.9,52.7,63.5,930.3,117.4,202.5,482.3,128.1,Normal,1138.2,766.4,1550.3,1151.6333333333332,1265.12
Jammu & Kashmir,1963,0,36.4,251.8,188.9,82.4,24.8,68.4,67,32.9,12.8,83.5,60.2,909.2,36.4,523.1,193.1,156.5,Normal,930.3,1138.2,766.4,944.9666666666667,1147.12
Jammu & Kashmir,1964,126.2,60.7,96,134.6,41.3,92.7,167.4,99.4,64,1.3,4.6,58,946.2,186.9,272,423.5,63.9,Normal,909.2,930.3,1138.2,992.5666666666667,1058.88
Jammu & Kashmir,1965,62.2,138.1,99.9,179.8,153.4,32.4,83.9,62,16.4,26.2,33,25.2,912.6,200.4,433.1,194.7,84.4,Normal,946.2,909.2,930.3,928.5666666666667,938.0600000000001
Jammu & Kashmir,1966,1.5,199.3,155.2,148.5,114,59.9,169.7,203.9,217.4,83.6,3.5,22.4,1378.9,200.9,417.6,650.9,109.5,Normal,912.6,946.2,909.2,922.6666666666667,967.3000000000001
Jammu & Kashmir,1967,17.5,114,156.9,88.1,54.5,52,137.9,160.6,115.9,47.1,15.7,131.2,1091.3,131.5,299.5,466.3,194,Normal,1378.9,912.6,946.2,1079.2333333333333,1015.44
Jammu & Kashmir,1968,117.2,72.4,85.2,63,58.6,52.1,259.3,183.2,20.9,65.6,29.8,58.2,1065.6,189.7,206.8,515.5,153.6,Normal,1091.3,1378.9,912.6,1127.6,1047.64
Jammu & Kashmir,1969,81.2,139.7,112.1,174.1,107.7,33.3,156.6,176.4,45,62.8,5.6,1.1,1095.6,220.9,393.9,411.3,69.5,Normal,1065.6,1091.3,1378.9,1178.6,1078.92
Jammu & Kashmir,1970,51.7,44.5,94.1,36,37.5,79.5,67.2,99.8,84.4,57.3,0,4.9,657,96.2,167.5,331,62.2,Drought,1095.6,1065.6,1091.3,1084.1666666666665,1108.8
Jammu & Kashmir,1971,28.1,112,10.4,111,34.5,93.2,117.6,192.7,13.5,3.6,27.1,20.8,764.7,140.2,155.9,417.1,51.5,Drought,657,1095.6,1065.6,939.4,1057.68
Jammu & Kashmir,1972,70.2,128.5,169.3,119.5,84.1,31.8,122.4,142.8,67.5,96.7,25.8,87.1,1145.6,198.7,372.9,364.5,209.6,Normal,764.7,657,1095.6,839.1,934.8399999999999
Jammu & Kashmir,1973,134.1,83.4,131.3,65.9,57.2,29.1,180.9,299.7,45.5,21.6,0,51.8,1100.5,217.5,254.4,555.2,73.4,Normal,1145.6,764.7,657,855.7666666666667,945.6999999999999
Jammu & Kashmir,1974,118.1,100.6,64.3,46.2,76,122.3,90.1,49.1,44,12,0.6,79.2,802.6,218.7,186.5,305.5,91.9,Drought,1100.5,1145.6,764.7,1003.6,952.68
Jammu & Kashmir,1975,71.5,94.3,180.1,83.5,98.4,39.6,262.7,256.5,73.5,1.8,12.8,5.8,1180.4,165.8,362,632.2,20.3,Normal,802.6,1100.5,1145.6,1016.2333333333333,894.08
Jammu & Kashmir,1976,96.6,156.4,116.8,72.4,41.1,47.6,108.2,266.9,58.8,35.1,0,23.5,1023.7,253.1,230.4,481.6,58.7,Normal,1180.4,802.6,1100.5,1027.8333333333335,998.76
Jammu & Kashmir,1977,150.2,21.3,21.1,145.3,68.8,56.5,183.7,115,63.2,36.1,20.8,73.1,955,171.5,235.2,418.4,130,Normal,1023.7,1180.4,802.6,1002.2333333333333,1050.56
Jammu & Kashmir,1978,50.2,73,253.6,60.6,40.4,76.7,172,173.4,70.1,1.1,89.7,0.8,1061.6,123.2,354.5,492.3,91.6,Normal,955,1023.7,1180.4,1053.0333333333333,1012.44
Jammu & Kashmir,1979,65.6,98.4,228.6,58.4,147.1,51.6,103.8,115.9,71,7.6,89.9,39.5,1077.4,164,434,342.3,137.1,Normal,1061.6,955,1023.7,1013.4333333333333,1004.66
Jammu & Kashmir,1980,84.1,171.6,136.8,36.1,61.4,106.9,161.9,68.7,57.8,28,47.3,57.1,1017.9,255.7,234.4,395.3,132.4,Normal,1077.4,1061.6,955,1031.3333333333333,1059.6200000000001
Jammu & Kashmir,1981,146.1,131.2,227.3,88.9,76.7,72.3,216,90.3,26.7,15.3,37.4,7.3,1135.5,277.3,392.8,405.3,60.1,Normal,1017.9,1077.4,1061.6,1052.3,1027.12
Jammu & Kashmir,1982,91.9,139,222.4,128.7,104.6,42,89.6,134.5,33.3,64.2,55.9,96,1202.2,230.9,455.8,299.4,216.2,Normal,1135.5,1017.9,1077.4,1076.9333333333334,1049.48
Jammu & Kashmir,1983,118.8,97.2,318.8,207.8,108.8,67.1,154,222.1,115.1,39.7,14.6,21.2,1485.2,216,635.4,558.2,75.6,Normal,1202.2,1135.5,1017.9,1118.5333333333333,1098.92
Jammu & Kashmir,1984,33.6,181.2,90.5,128.2,52.3,63.2,159.6,234.7,96.4,2,45.4,70.2,1157.4,214.8,271,553.9,117.7,Normal,1485.2,1202.2,1135.5,1274.3,1183.64
